slug,title,film_sim,subcluster,subcluster_label,text,text_len
my-fujifilm-x-t30-jeff-davenport-night-recipe,Jeff Davenport Night,PRO Neg,0,PRO Neg#0,"Reflected Red – Salt Lake City, UT – Fujifilm X-T30 “Jeff Davenport Night” I was asked to create a film simulation recipe that mimics the aesthetics of photographer Jeff Davenport . Interestingly enough, Jeff uses Fujifilm cameras (X100F and X-H1). He shoots RAW and has his own post-processing workflow that allows him to create the specific looks that he wants. He has a few different styles, depending on what (and what time) he’s shooting. Jeff has several different photographic series, and each has its own look. My attempt here was to create something in-camera that produces results similar to his night pictures. This recipe, which I call Jeff Davenport Night , isn’t an exact match to Jeff’s look, but it’s pretty close. His blue tends to lean slightly more towards green, but if I replicate that it throws everything else off. Orange in his pictures tend to turn red, which is something I can’t replicate. I think a lot of how a picture looks (both in Jeff’s case and with these settings) depends on the light in the scene. Results can vary greatly. Jeff might possibly use flash with colored gels, as well (something you could try if you wanted). Anyway, despite not being exact, this recipe is pretty close to recreating his look in-camera on my Fujifilm X-T30 . If you want a recipe that is good for night photography, this is one you should consider, along with my CineStill 800T recipe , because of the Kelvin temperature of the white balance, which goes well with artificial light. You don’t have to use it exclusively after dark, as results can be interesting sometimes when used in daylight. It’s fun to experiment with! For night photography, this will be one of your best options. Pleiku – Salt Lake City, UT – Fujifilm X-T30 “Jeff Davenport Night” When I attached my camera to a tripod, I used ISO 1600 or lower. When I did hand-held photography, I used up to ISO 6400. I think if you can take your time and use a tripod, it’s good to use a lower ISO, but you can still get good results with higher ISOs. Because of the use of the Color Chrome Effect , this recipe is intended for X-Trans IV cameras, but feel free to try it on your X-Trans III camera; it will look very similar, but not exactly the same. PRO Neg. Hi Dynamic Range: DR400 Highlight: +1 Shadow: +0 Color: +2 Noise Reduction: -4 Sharpness: +1 Grain Effect: Weak Color Chrome Effect: Strong White Balance: 2650K, -1 Red & +4 Blue Example photographs, all camera-made JPEGs using this “Jeff Davenport Night” recipe on my Fujifilm X-T30: Button – Salt Lake City, UT – Fujifilm X-T30 Unlucky 13 Take Out – Salt Lake City, UT – Fujifilm X-T30 Blue Street – Salt Lake City, UT – Fujifilm X-T30 Blue Buildings – Salt Lake City, UT – Fujifilm X-T30 Blue Lights – Salt Lake City, UT – Fujifilm X-T30 So Much Bicycling – Salt Lake City, UT – Fujifilm X-T30 Red – Salt Lake City, UT – Fujifilm X-T30 Closed Red Umbrellas – Farmington, UT – Fujifilm X-T30 Parked Car at Night – Farmington, UT – Fujifilm X-T30 Night Hotel – Farmington, UT -Fujifilm X-T30 Caution Poles – Farmington, UT – Fujifilm X-T30 Dumpster 204 – Farmington, UT – Fujifilm X-T30 Lights Beyond The Rooftop – Farmington, UT – Fujifilm X-T30 Nighttime Neighborhood – Farmington, UT – Fujifilm X-T30 Francis Peak at Night – Farmington, UT – Fujifilm X-T30 Reach for the Sky – Farmington, UT – Fujifilm X-T30 Illuminated Houses – Farmington, UT – Fujifilm X-T30 Wind Sock – Farmington, UT – Fujifilm X-T30 No Thanks – Salt Lake City, UT – Fujifilm X-T30 Earn Points – Salt Lake City, UT – Fujifilm X-T30 Refining – Salt Lake City, UT – Fujifilm X-T30 Night Walking – Salt Lake City, UT – Fujifilm X-T30 McKay – Salt Lake City, UT – Fujifilm X-T30 Flag & Window – Salt Lake City, UT – Fujifilm X-T30 Illuminated Blue – Salt Lake City, UT – Fujifilm X-T30 Multi-Color Triangle – Salt Lake City, UT – Fujifilm X-T30 Center Street Lamp – Salt Lake City, UT – Fujifilm X-T30 Don’t – Salt Lake City, UT – Fujifilm X-T30 Wet Glass Bokeh – Salt Lake City, UT – Fujifilm X-T30 See also: Film Simulation Recipes Nobody pays me to write the content found on fujixweekly.com. There's a real cost to operating and maintaining this site, not to mention all the time that I pour into it. If you appreciated this article, please consider making a one-time gift contribution. Thank you!",4310
my-fujifilm-x-t30-faded-color-film-simulation-recipe,Faded Color,Classic Chrome,2,Classic Chrome#2,"Fading Memories – Ogden, UT – Fujifilm X-T30 – “Faded Color” This recipe is a failure. More accurately, it’s a failed attempt at a certain aesthetic. It doesn’t look like what I was hoping it would look like. It’s close, but no cigar. What it does look like are faded color photographs from perhaps the 1950’s through 1970’s. I have some old issues of Arizona Highways magazine from the 1950’s, and these pictures have a similar look to what’s found in those magazines. You might have some old family photos that have faded over time and perhaps look like the pictures that this recipe creates. You can also achieve this washed-out “milky” look through darkroom techniques. Even though this recipe doesn’t look like what I was trying to create, it looks really amazing, and I am astonished that this look can be achieved in-camera. What I was trying to create was a certain cinematic characteristic. I was asked by a Fuji X Weekly reader to create a film simulation recipe that produces a look similar to the aesthetic of the Wong Kar Wai movie Chungking Express . I had never seen this movie, so I had to do much research, and thankfully a lot of great information was easily found online. I discovered that the motion picture film used in the movie was Agfa XT320, and that it was often (but not always) push-processed, sometimes one stop and sometimes two. A technique called flashing was used a number of times in the movie, which involves flashing the film with light to give it a smoky, atmospheric, or faded feel, lowering contrast. It’s a type of double exposure, except that the second exposure is nothing more than a little light. Another technique that was used in the movie was to give different scenes a certain color cast using gels. Wong Kar Wai likes to create scenes with one predominant color, and so you will find elements in the scene that are the same color as the color cast. He used a slow shutter speed in the movie to blur motion. There were a ton of different techniques used, and so you can probably understand the difficulty of the task. You cannot incorporate everything into one recipe, so I had to make some choices and create a plan to try to achieve something that looks similar to the movie. My idea was to attempt a recipe that resembled push-processed Agfa XT320 that has been flashed and has a color cast. I decided to use the double-exposure feature on my Fujifilm X-T30 and white balance shift to achieve this. For the second exposure, which needed to be white, I tried a number of things, including a miniature portable studio, but after some trial-and-error, I settled on a plain white 4″ x 6″ index card. I would hold it a few inches in front of the lens and make the second exposure. Auto-focus would never lock onto it, and I figured that a blurry exposure might actually be preferable. For the color cast, I found that one exposure should not have a shifted white balance and the other should. Initially I was adding the color cast to the main exposure and not the white exposure, but then I switched that and liked the results better for some reason. I used the 16:9 aspect ratio to make it a more cinematic shape. Unfortunately, I could never get the results to look quite right for Chungking Express . I think I was in the general ballpark, but not as close as I was hoping. Fortunately, what I did create was pretty interesting, so I kept shooting with it, except I used the 3:2 aspect ratio. Main Motion – SLC, UT – Fujifilm X-T30 – “Faded Color” To use this recipe, you must set the camera to double-exposure, which on the X-T30 is found on a knob on the top. You capture the main exposure, then you must make some adjustments for the second exposure. The white balance must be shifted and the exposure compensation must be adjusted. For the white balance shift, I found going almost to the extremes works well. For a yellow cast, choose 0 Red & -8 Blue. For an orange cast, choose +8 Red & -8 Blue. For a red cast, choose +8 Red and 0 Blue. For a purple cast, choose +8 Red & +8 Blue. For a blue cast, choose 0 Red and +8 Blue. For a cyan cast, choose -8 Red and +8 Blue. For a green cast, choose -8 Red & 0 Blue. For green-yellow cast, choose -8 Red & -8 Blue. The exposure compensation for the white exposure is a little tricky. A lot depends on how bright the white is (whether it has direct light on it or if it is in shade) and how faded you want the image to look. It takes a little practice, but the good news is that the camera shows you exactly what the results are going to be, and even allows you do-overs if you don’t like it. I found that sometimes 0 was good, I found that sometimes -2 was good, and often -2/3 or -1 was a good choice. Each picture should get individual consideration. The second exposure is a picture of something white, such as the blank index card that I already described, although you could certainly try other things if you find something that might work better for you. This creates a faded look that almost seems unbelievable that it came out of the camera unedited. Classic Chrome Dynamic Range: DR100 Highlight: +3 Shadow: +4 Color: +4 Color Chrome Effect: Strong Sharpening: +2 Noise Reduction: -4 Grain Effect: Strong White Balance: Auto (use a shift on the second exposure) ISO: Auto up to ISO 12800 Exposure Compensation: +1/3 to +1 (main exposure), 0 to -2 (second exposure) Example photographs, all camera-made JPEGs using my Faded Color recipe on a Fujifilm X-T30: Good Life – Ogden, UT – Fujifilm X-T30 Or Another – Ogden, UT – Fujifilm X-T30 Summer Santa – Ogden, UT – Fujifilm X-T30 Makeup – South Weber, UT – Fujifilm X-T30 Walking Without Wondering – Ogden, UT – Fujifilm X-T30 Bike Repair – South Weber, UT – Fujifilm X-T30 Transit Train Transportation – SLC, UT – Fujifilm X-T30 Kid Bowling – Kaysville, UT – Fujifilm X-T30 Instax Girl – South Weber, UT – Fujifilm X-T30 Guitar Cat – Farmington, UT – Fujifilm X-T30 Cracked Eggs – South Weber, UT – Fujifilm X-T30 Good Vibes – South Weber, UT – Fujifilm X-T30 Steps & Vines – Ogden, UT – Fujifilm X-T30 Lake Grass – Willard Bay SP, UT – Fujifilm X-T30 Faded Daisies – South Weber, UT – Fujifilm X-T30 Soft Rose – South Weber, UT – Fujifilm X-T30 Summer Roses – South Weber, UT – Fujifilm X-T30 Red Rose Faded – Ogden, UT – Fujifilm X-T30 Dark Rose – South Weber, UT – Fujifilm X-T30 Big Red Ball Catching – South Weber, UT – Fujifilm X-T30 Tona – Ogden, UT – Fujifilm X-T30 Hanging Bulbs – Ogden, UT – Fujifilm X-T30 Wet Bloom – SLC, UT – Fujifilm X-T30 Caboose Steps – Ogden, UT – Fujifilm X-T30 Breakboy – Ogden, UT – Fujifilm X-T30 Lake Boy – East Canyon SP, UP – Fujifilm X-T30 Springtime Lake – East Canyon SP, UT – Fujifilm X-T30 East Canyon Reservoir – East Canyon SP, UT – Fujifilm X-T30 Nobody pays me to write the content found on fujixweekly.com. There's a real cost to operating and maintaining this site, not to mention all the time that I pour into it. If you appreciated this article, please consider making a one-time gift contribution. Thank you!",7020
my-fujifilm-x-t30-vintage-color-fade-film-simulation-recipe,Vintage Color Fade,PRO Neg,1,PRO Neg#1,"Young Boy With An Old Camera – Farmington, UT – Fujifilm X-T30 “Vintage Color Fade” Two days ago I posted my “Bleach Bypass” film simulation recipe , and yesterday I posted my Split-Toned B&W recipe . Today’s film simulation recipe takes elements from both of those to produce a look that reminds me of something found on Nik Analog Efex. I call it Vintage Color Fade. It’s actually similar to my Faded Color recipe , but with modifications, producing a different result. This recipe definitely has a vintage analog aesthetic to it, with some very interesting results. It’s quite amazing that you can do this in-camera! My Vintage Color Fade film simulation recipe requires the use of the double exposure feature of your camera. You make the first exposure using the settings under “Exposure 1” below. Then, before capturing the second image, switch to the settings found under “Exposure 2″ below. The only difference between the two sets of settings is the film simulation and the B&W tone, so it’s pretty easy to switch between them. The first exposure is of the scene that you want to capture, and the second exposure is of a piece of paper, which I prefer to be out-of-focus. The paper that I used was a medium-blue 8.5″ x 11” construction paper, the same paper that I used in the Split-Toned B&W recipe. The color of the paper doesn’t matter, but whatever it is should be medium-grey in black-and-white. How bright the second exposure is will determine how faded the picture will appear. Exposure 1 PRO Neg. Hi Dynamic Range: DR200 Highlight: +4 Shadow: +4 Color: +4 Color Chrome Effect: Strong Grain: Weak Sharpening: +1 Noise Reduction: -4 White Balance: Auto, -5 Red & +5 Blue ISO: Auto, up to ISO 6400 Exposure Compensation: +2/3 to +1 (typically) Exposure 2 Acros Dynamic Range: DR200 Highlight: +4 Shadow: +4 Tone: +6 (warm) Color Chrome Effect: Strong Grain: Weak Sharpening: +1 Noise Reduction: -4 White Balance: Auto, -5 Red & +5 Blue ISO: Auto, up to ISO 6400 Exposure Compensation: -1 to -3 (typically) Example photographs, all camera-made JPEGs using this Vintage Color Fade film simulation recipe on my Fujifilm X-T30 : Love You Always – Farmington, UT – Fujifilm X-T30 Indoor Potted Plant – Farmington, UT – Fujifilm X-T30 Fisher Price Phone – Farmington, UT – Fujifilm X-T30 Young Film Photographer – Farmington, UT – Fujifilm X-T30 Josh – Farmington, UT – Fujifilm X-T30 Girl Reading – Farmington, UT – Fujifilm X-T30 A Good Book – Farmington, UT – Fujifilm X-T30 Black Bike – Farmington, UT – Fujifilm X-T30 Down Stairs – Farmington, UT – Fujifilm X-T30 Honey Buckets – Farmington, UT – Fujifilm X-T30 UTA Train – Farmington, UT – Fujifilm X-T30 See also: Film Simulation Recipes Nobody pays me to write the content found on fujixweekly.com. There's a real cost to operating and maintaining this site, not to mention all the time that I pour into it. If you appreciated this article, please consider making a one-time gift contribution. Thank you!",2969
my-fujifilm-x-t30-kodak-elite-chrome-200-color-fade-film-simulation-recipe,Elite Chrome Color Fade,Classic Chrome,3,Classic Chrome#3,"JTPX 1204 – North Salt Lake, UT – Fujifilm X-T30 “Elite Chrome 200 Color Fade” I recently ran across some old slides that I had forgotten about, and one of those color transparencies was a frame of Kodak Elite Chrome 200 that was beginning to fade and change color. The picture wasn’t especially good, but it looked interesting because of how the image was transforming. Elite Chrome was a version of Ektachrome, which has been dubbed Fade-a-chrome, as it’s very prone to fading and discoloration, especially if not stored correctly, which this particular picture wasn’t. You can see the fading Elite Chrome 200 photograph below. I wondered if I could create a film simulation recipe that mimics the look of fading Elite Chrome 200. I experimented with the settings a bunch, but couldn’t get it to look right. After showing my wife, Amanda, she suggested that the digital picture looked too crisp, too detailed. I made some more modifications, and found myself much closer. Not perfect, but very close. I made more changes and adjustments, but unfortunately I couldn’t get it to look better, so I went back to those settings that were very close to being right, which is the recipe here. DGNO Locomotive – Dallas, TX – Canon AE-1 & Kodak Elite Chrome 200 35mm film One addition to this film simulation recipe that you’ve never seen in any of my other recipes is Image Quality. I have always used Fine, because it’s the highest quality setting, but in this case Fine was, well, too fine. I set it to Normal instead so as to better mimic the transparency. While I’m sure this particular recipe is not for everyone, those looking for something that resembles film from decades ago might appreciate it, as it has an analog aesthetic, and a look that’s a bit unusual, perhaps a bit lomographic (did I just make up a word?). Classic Chrome Dynamic Range: DR200 Highlight: 0 Shadow: +2 Color: -2 Noise Reduction: +2 Sharpening: -4 Grain Effect: Strong Color Chrome Effect: Strong Image Quality: Normal White Balance: 8300K, +4 Red & +8 Blue ISO: Auto, up to ISO 6400 Exposure Compensation: 0 to -2/3 (typically) Example photographs, all camera-made JPEGs using this Kodak Elite Chrome 200 Color Fade recipe on my Fujifilm X-T30 : Green Locomotive – North Salt Lake, UT – Fujifilm X-T30 Tank Rider – North Salt Lake, UT – Fujifilm X-T30 Tracks By The Refinery – North Salt Lake, UT – Fujifilm X-T30 American Joe – Layton, UT – Fujifilm X-T30 Neighborhood Patriotism – South Weber, UT – Fujifilm X-T30 Sidewalk Tricycle – South Weber, UT – Fujifilm X-T30 Red Flag – South Weber, UT – Fujifilm X-T30 Peek – South Weber, UT – Fujifilm X-T30 One Eye Open – South Weber, UT – Fujifilm X-T30 Evening Bike – South Weber, UT – Fujifilm X-T30 Fence & Path – South Weber, UT – Fujifilm X-T30 Out Flowing – North Salt Lake, UT – Fujifilm X-T30 Mountain Sky – South Weber, UT – Fujifilm X-T30 Wet Red Rose – Layton, UT – Fujifilm X-T30 Rose Blossom Fence – South Weber, UT – Fujifilm X-T30 Nobody pays me to write the content found on fujixweekly.com. There's a real cost to operating and maintaining this site, not to mention all the time that I pour into it. If you appreciated this article, please consider making a one-time gift contribution. Thank you!",3237
fujifilm-x-t3-x-t30-x-h1-film-simulation-recipe-negative-print,Negative Print,Eterna,0,Eterna#0,"This film simulation recipe was inspired by various pictures I found while browsing old issues of Arizona Highways magazine. I have a small collection of old issues of this publication, which I enjoy flipping through from time-to-time for inspiration. Arizona Highways has a long history of publishing great photographs—even Ansel Adams was a regular contributor back in the day. As I was browsing old issues published over several decades, there was a certain aesthetic that seemed to reappear over and over. It caught my attention because of how lovely it looks. I don’t know the specifics of the film used—most likely Kodak of some sort, and probably multiple emulsion. My suspicion is that the printing process played a significant part in the aesthetic, and that’s why I call this recipe Negative Print. After some experimenting, I decided that the Eterna film simulation was the best base. Because of that, this recipe is only compatible with the Fujifilm X-H1, X-T3, and X-T30 cameras (as well as older GFX models, although the results will be slightly different). For newer X-Trans IV cameras (plus newer GFX), you’ll have to decide on Grain size (either Small or Large—I recommend Large), Color Chrome FX Blue (I recommend Off), and Clarity (I suggest either 0 or -2). I really like how this recipe renders pictures, and at times it really is reminiscent of those pictures printed in the magazine! If you are looking for a classic analog aesthetic, this recipe is a great one to try. The way it renders shadows and colors definitely gives it a film-like look, and I know that this recipe will quickly become a favorite for some of you. I think it might just have a permanent place in my X-H1. Eterna Dynamic Range: DR200 Highlight: +2 Shadow: +4 Color: +4 Noise Reduction: -4 Sharpness: -1 Grain Effect: Weak Color Chrome Effect: Off/NA White Balance: Fluorescent 3, -2 Red & -7 Blue ISO: Auto up to ISO 6400 Exposure Compensation: +1/3 to +2/3 Below are example pictures, all camera-made JPEGs captured using this “Negative Print” Film Simulation Recipe:",2064
my-fujifilm-x-t30-color-negative-film-simulation-recipe,Color Negative,PRO Neg,0,PRO Neg#0,"Evening Light On A Clearing Mountain – Riverdale, UT – Fujifilm X-T30 – “Color Negative” Silly Putty was invented by accident. There was a shortage of rubber during the second world war, and as a result several companies worked hard to create a synthetic substitute. What we now know as Silly Putty was a failed attempt at synthetic rubber. Even though it didn’t turn out exactly like its inventor had hoped, it still became a useful product that has brought joy to many people across the world. This “Color Negative” film simulation recipe has a similar story to Silly Putty (minus the war and rubber). I’ve been working on a number of different recipes, trying to mimic several different aesthetics that I’ve been asked to create. One of the films that I’ve been trying to recreate the look of is Fujifilm C200, but I’ve yet to crack the code. This recipe is one of the failed attempts at C200. I like how it looks, so I thought I’d share it, even though it’s not exactly what I was trying for. I hope it become useful and brings joy to someone. Cameras and Coffee – South Weber, UT – Fujifilm X-T30 – “Color Negative” I named this recipe “Color Negative” only because it has a general color negative aesthetic, and I didn’t know what else to call it. It’s in the general neighborhood of Fujifilm C200, but it’s not exactly right for that film. Perhaps there’s some generic film that looks similar to this. It doesn’t precisely mimic any one film that I’m aware of, but this recipe does have a film-like quality to it. PRO Neg. Hi Dynamic Range: DR400 Highlight: +2 Shadow: +2 Color: -2 Noise Reduction: -4 Sharpening: +1 Grain Effect: Weak Color Chrome Effect: Off White Balance: Daylight Fluorescent (1), -2 Red & +4 Blue ISO: Auto, up to ISO 6400 Exposure Compensation: 0 to +2/3 (typically) Note: There was some confusion on the white balance required for this recipe. It’s Fluorescent 1, also called Daylight Fluorescent or Neon 1. It’s the first option underneath Cloudy. Example photographs, all camera-made JPEGs using my Color Negative Film Simulation recipe on a Fujifilm X-T30 : Fallen Leaves – South Weber, UT – Fujifilm X-T30 Hanging Apple – South Weber, UT – Fujifilm X-T30 Leaf Hanging On – South Weber, UT – Fujifilm X-T30 Boy Unsure – South Weber, UT – Fujifilm X-T30 Joy’s Smile – South Weber, UT – Fujifilm X-T30 White Stars – Roy, UT – Fujifilm X-T30 White Cloud Ridge – South Weber, UT – Fujifilm X-T30 Reserved Parking – South Ogden, UT – Fujifilm X-T30 See also: My Fujifilm Film Simulation Recipes Nobody pays me to write the content found on fujixweekly.com. There's a real cost to operating and maintaining this site, not to mention all the time that I pour into it. If you appreciated this article, please consider making a one-time gift contribution. Thank you!",2791
pro-neg-fujifilm-x-t3-x-t30-x-trans-iii-film-simulation-recipe,Pro Neg,PRO Neg,0,PRO Neg#0,"I worked on this Film Simulation Recipe for some time. It wen’t through a lot of iterations, with small tweaks here and there over a few month period, before I landed on the final settings. The idea was to create a generic Kodak-ish color negative film aesthetic, perhaps something similar to ColorPlus 200 or Pro Image 100. While I did look at both of those emulsions a number of times during the development of this Recipe, I didn’t set out to strictly emulate either of them. I think there can be similarities at times to both of those film stocks, but generally speaking this Recipe isn’t a replication of either—or any—film. I hope that makes sense. I do think it does a good job at producing a generic color negative film aesthetic that is by-and-large Kodak-esque, with occasional similarities to both ColorPlus 200 and Pro Image 100.",841
my-fujifilm-x-t30-provia-film-simulation-recipe-fujichrome-sensia-100,Fujichrome Sensia 100,Provia,-1,,"Evening Flag – Layton, UT – Fujifilm X-T30 – Provia The film simulation that Fujifilm calls “standard” is Provia, but of all the color options, Provia is my least favorite. For the most part, I prefer the other film simulations instead. In fact, the only recipes that I’ve created that use Provia are Agfa Optima 200 and Cross Process , both of which are great in their own way. The problem with Provia is that it’s somewhat boring. And it doesn’t resemble the film that it’s named after. The Astia film simulation looks more like real Provia film, and the Provia film simulation more resembles Astia film. Weird, huh? Well, I decided that Provia needed a little more of my love, so I created a new recipe for it. This Provia recipe reminds me of Fujifilm Fujichrome Sensia 100, although that is strictly coincidental, as I wasn’t attempting any specific film look, just a general analog aesthetic. Fujichrome Sensia 100 was a general-purpose slide film that was discontinued about 10 years ago. It was a popular choice for cross-processing, although that’s not the look you find here. There were three different generations of the film, and each looked very slightly different. I shot a little of the second version of Sensia back in the day, but I usually preferred Velvia or Provia film. This recipe’s accidental resemblance is a happy accident. Autumn Tree Branches – Riverdale, UT – Fujifilm X-T30 – Provia The white balance required for this recipe is Warm-White Fluorescent, which is also known as Fluorescent Light 2 or Neon 2. It’s the second fluorescent white balance option underneath cloudy/shade. It’s a bit unusually to select this in daylight, but it works in this case. Provia Dynamic Range: DR400 Highlight: 0 Shadow: +2 Color: 0 Noise Reduction: -4 Sharpening: +1 Grain Effect: Weak Color Chrome Effect: Off White Balance: Warm-White Fluorescent (2), -1 Red & -3 Blue ISO: Auto, up to ISO 6400 Exposure Compensation: 0 to +2/3 (typically) Example photographs, all camera-made JPEGs using this Provia film simulation recipe on my Fujifilm X-T30 : Lost In Thought – South Weber, UT – Fujifilm X-T30 Summer Is Over – South Weber, UT – Fujifilm X-T30 The Last Yellow Leaf – South Weber, UT – Fujifilm X-T30 Abscission – South Weber, UT – Fujifilm X-T30 Leaves of Autumn – South Weber, UT – Fujifilm X-T30 Autumn Sun – South Weber, UT – Fujifilm X-T30 Autumn Tree Trunk – Riverdale, UT – Fujifilm X-T30 Neighborhood Snowfall – South Weber, UT – Fujifilm X-T30 Baseball Boy – South Weber, UT – Fujifilm X-T30 Cottonwood Fall – South Weber, UT – Fujifilm X-T30 See also: Film Simulation Recipes Nobody pays me to write the content found on fujixweekly.com. There's a real cost to operating and maintaining this site, not to mention all the time that I pour into it. If you appreciated this article, please consider making a one-time gift contribution. Thank you!",2873
a-different-approach-7-new-fujicolor-pro-160ns-film-simulation-recipes-yes-7,Fujicolor Pro 160NS,PRO Neg,0,PRO Neg#0,"I received an email the other day from Anders Lindborg with this subject title: A Different Approach . Anders created the Kodak Tri-X 400 film simulation recipe , which is my personal favorite for black-and-white photography. I was immediately intrigued, and I was not disappointed as I read his message. I’ll let Anders explain this new approach below as he described it to me. “Doing professional work is tough. Since getting a Fujifilm X-T3 (and later an X-Pro3), I’ve come to rely totally on the straight-out-of-camera JPEGs. They look great and I get more jobs just because I can deliver good results fast. After diving deep into the Fujifilm film simulations, I’ve come to realize that you cannot create a single recipe that will always look great. Sometimes the sunlight is so strong that everything gets blown out and the next day the same recipe will make everything look murky and dull.” “Coming from a film background, I’m reasonably used to pushing and pulling film as needed. With cheap consumer film stocks, you could sometimes get absolutely horrific (or ”creative” as some call them) results, but the professional films were often quite predictable. Some film stocks have become legendary because they really could take a good beating, no matter how you treated them. Also, the exposure latitude of film is insane compared to digital, which is something I really have missed since switching. Awhile back I started experimenting with recreating this, but I slowly realized that it would require several different variations of my settings. When I was finished, I had used up all seven slots! A lot of research and assumptions went into the process. For example, I totally assume that Fujifilm knows what they’re doing and that their stock simulations are good. I can honestly say after all this, that—yes—they do know their game!” “The settings emulate a flexible film look. They serve as a base that can be modified as needed on the spot via the Q Menu (for example: changing film simulation, white balance, tint, dynamic range, etc.). The objective was to always have working settings for any scenario that emulates how professional film behaves when being pushed or pulled. They’re intended for professional use and come out of both a need and want for realistic film-like simulations that are guaranteed to work, no matter what task I’m currently challenged with. Of course it’s up to the end user to tune it to their specific preferences, but I strongly recommend you leave the highlight/shadow settings as-is. They are heavily tested with all standard film simulations and you will get a nice looking result with them. These settings took me a couple of years to develop, but this is what I actually use every day now.” “Just step outside and try to come to a conclusion about what the current weather and light conditions are like. If the sun is harsh, you need to pull. If the sun is blindingly bright, pull two steps. The same goes for pushing. If you’re missing just a bit of light, push one step. If it’s dull, push two steps. The third and fourth push settings are perhaps a bit special as the contrast starts to increase. On a regular day, of course you use the box speed setting. Once you’ve selected your setting for the day, stick with it! This is the key to consistent results.” “I recommend shooting RAW+JPEG and having the settings stored in X Raw Studio. RAWs are great to have if you aren’t happy with the results of your selected setting. The settings were created for the Fujifilm X-T3, but can be easily adapted to taste on any X-series camera. On my X-Pro3, I set Clarity to -3 and Grain to Weak & Large on all slots.” Thank you, Anders Lindborg , for creating and sharing this new approach! For those without a film background, let me briefly explain what pushing and pulling means in film photography. Film is rated at a certain ISO, for example ISO 100, ISO 200, ISO 400, etc., which is a measurement of the film’s sensitivity to light (it’s pretty much just like on your digital camera). You can underexpose a roll of film and increase the development time to get correctly exposed pictures, and this is called push-processing or pushing the film. Also, you can overexpose a roll of film and decrease the development time to get correctly exposed pictures, and this is called pull-processing or pulling the film. Pushing the film increases the contrast, vibrancy (for color film), and grain, while pulling the film decreases the contrast, vibrancy (for color film), and grain. With film, you have to push or pull the entire roll and not just one or a few frames. The genius of Anders’ method is that you can apply this film approach to your digital pictures, and you can do it with as few or as many frames as you wish. You can push one frame, pull the next, and shoot the third at “box speed” (nether pushed nor pulled) if you want. This type of flexibility was unimaginable in the film era! In case you didn’t understand this approach, let me rephrase it. You have one recipe, but that recipe has push and pull variants. You can use any film simulation with the recipe, and Anders’ film simulation of choice is PRO Neg. Hi, but try any of them! The rest of the settings stay the same. His push and pull variants don’t necessarily represent stops of pushing or pulling, but more like half-stop increments (although Fujifilm lenses have 1/3 stop increments, but don’t worry about that). You can dedicate slots in your Custom Settings Menu for the recipe and variants, or you can have one Custom Settings slot set to the standard “box speed” recipe and adjust on-the-fly if you have the required changes memorized, or you can do it in X RAW Studio. Anders actually sent me two recipes. The first, which you’ll find below, is called Fujicolor Pro 160NS. It wasn’t purposely intended to resemble that film, but it nonetheless does, more-or-less. The second, which you can find here ), is called Fujicolor Pro 400H. The Pro 160NS recipe is the “standard” one, while the Pro 400H recipe is just a little more bold for when you need a bit more pizzaz.",6089
7-new-fujicolor-pro-400h-film-simulation-recipes,Fujicolor Pro 400H,PRO Neg,0,PRO Neg#0,"In my last post, entitled A Different Approach , I shared Anders Lindborg ‘s new take on film simulation recipes , which included seven different Fujicolor Pro 160NS recipes that he invented. This is Part 2 of that article. Below you’ll find another seven recipes, this time for Fujicolor Pro 400H! If you haven’t read the first post, you’ll want to do that now, because this will make a lot more sense if you have that prerequisite understanding. If you don’t want to take the time to read it (or if you’ve already forgotten), here’s a quick summery. Anders’ approach is to have a good base recipe that works well in most circumstances, but also have subtle variations of that recipe, that mimic pushed and pulled film, for when the conditions require either less contrast (pulled) or more contrast (pushed). You can use all seven Custom Presets in the Q Menu to save each of these recipes if you want, or just save the base recipe (called “Box Speed”) and adjust to the various variations on-the-fly, or save the base setting and have the variations programmed into X RAW Studio. Also, by design these recipes will work with any film simulation, even though they call for PRO Neg. Hi.",1186
